Antartic.Year,Antarctic.Temp
59885,-5.92
59929,-5.72
59975,-7.27
60022,-6.35
60070,-6.78
60118,-6.67
60166,-7.25
60216,-7.33
60266,-6.92
60315,-6.66
60363,-7.48
60414,-6.97
60464,-6.25
60510,-7.25
60560,-6.73
60608,-6.07
60653,-5.79
60699,-7.22
60747,-6.91
60797,-7.24
60847,-7.52
60897,-6.68
60946,-6.45
60994,-7.13
61044,-7.77
61095,-6.43
61144,-7.13
61192,-6.86
61242,-7.09
61292,-7.32
61342,-7.39
61393,-7.01
61444,-8.11
61497,-7.6
61549,-6.96
61600,-7.44
61651,-7.77
61704,-7.52
61756,-7.26
61807,-7.62
61859,-7.77
61913,-8.37
61969,-8.22
62024,-8.94
62083,-8.17
62139,-7.94
62194,-8.05
62248,-8.19
62304,-8.6
62362,-8.86
62421,-8.57
62478,-7.25
62530,-8.91
62589,-8.89
62648,-8.85
62707,-8.53
62765,-8.24
62821,-9.17
62882,-9.47
62944,-8.6
63003,-8.41
63062,-10.19
63129,-9.27
63191,-9.22
63253,-9.41
63315,-8.95
63376,-9.3
63438,-9.05
63498,-8.83
63558,-8.49
63614,-6.68
63665,-6.82
63716,-8.34
63770,-6.63
63821,-8.87
63879,-7.88
63934,-7.86
63988,-7.12
64039,-7.45
64092,-8.53
64150,-9.08
64210,-8.38
64268,-8.78
64328,-9.32
64390,-8.71
64449,-8.24
64507,-8.82
64566,-9.11
64627,-8.4
64685,-9.24
64747,-8.3
64806,-9.34
64867,-9.01
64929,-8.82
64989,-8.89
65048,-7.72
65104,-7.72
65161,-9.77
65223,-8.36
65282,-9.03
65343,-8.67
65403,-9.14
65465,-9.42
65529,-8.79
65589,-9.56
65653,-8.46
65713,-9
65774,-9.36
65838,-9.59
65902,-8.78
65964,-9.29
66027,-9.58
66092,-9.48
66156,-9.17
66220,-9.81
66286,-9.2
66349,-9.11
66412,-8.83
66473,-9.04
66535,-7.85
66591,-9.71
66656,-8.67
66717,-8.46
66777,-9.21
66840,-9.23
66903,-8.5
66963,-9.01
67026,-9.61
67091,-8.82
67153,-9.39
67217,-9.26
67281,-9.44
67346,-8.86
67408,-8.9
67471,-9.4
67535,-8.78
67596,-7.81
67654,-9.11
67716,-9.12
67779,-9.32
67843,-7.12
67898,-8.87
67958,-8.6
68019,-8.27
68079,-9.06
68141,-9.63
68208,-9.51
68274,-9.31
68339,-7.79
68396,-8.04
68453,-7.92
68510,-7.59
68567,-8.15
68624,-7.77
68681,-8.6
68742,-8.14
68801,-9.42
68866,-8.96
68929,-8.92
68993,-9.71
69059,-8.85
69124,-9.67
69191,-8.75
69254,-9.22
69318,-8.99
69382,-8.89
69444,-7.26
69500,-8.49
69561,-8.8
69623,-8.34
69682,-6.91
69736,-7.58
69791,-7.27
69846,-7.94
69904,-8.07
69963,-7.49
70019,-7.69
70075,-7.34
70131,-7.72
70187,-6.79
70240,-6.66
70291,-7.55
70346,-6.28
70397,-6.69
70449,-6.61
70500,-6.41
70550,-5.2
70596,-6.04
70644,-5.61
70691,-5.63
70738,-5.05
70783,-5.5
70829,-5.53
70876,-5.98
70923,-5.41
70972,-7.72
71026,-7.27
71080,-5.25
71128,-7.09
71180,-6.41
71232,-6.21
71281,-6.01
71330,-6.04
71380,-7.05
71433,-7.19
71488,-6.78
71541,-6.88
71594,-5.85
71642,-6.71
71695,-6.84
71747,-6.65
71800,-7
71854,-6.9
71907,-6.6
71960,-7.09
72014,-7.28
72069,-6.94
72124,-8.05
72182,-7.05
72237,-7.59
72294,-7.3
72351,-8.24
72413,-8.89
72476,-7.9
72536,-8.14
72597,-8.32
72658,-8.19
72719,-7.66
72777,-7.6
72835,-7.63
72893,-7.42
72949,-7.17
73006,-7.66
73062,-6.58
73116,-6.89
73169,-6.51
73222,-6.45
73275,-7.55
73331,-6.16
73383,-7.1
73437,-6.45
73490,-7.39
73545,-5.53
73595,-6.91
73648,-6.23
73700,-6.23
73751,-6.11
73802,-6.62
73854,-6.04
73904,-5.97
73953,-4.21
73997,-5.39
74044,-5.52
74092,-5.56
74140,-4.83
74185,-5.7
74233,-4.51
74278,-5.06
74324,-5.86
74372,-4.92
74418,-5.15
74464,-4.97
74509,-4.47
74553,-3.52
74593,-4.64
74637,-4.08
74680,-4.44
74724,-5.59
74771,-5.29
74818,-5.26
74866,-5.72
74914,-5.34
74963,-6.11
75012,-5.19
75061,-6.67
75113,-6.22
75164,-5.86
75215,-5.82
75265,-5.98
75315,-6.1
75366,-5.99
75418,-6.62
75471,-6.67
75524,-6.22
75577,-6.96
75632,-6.52
75686,-7.41
75743,-6.78
75799,-7.6
75858,-7.94
75918,-7.43
75976,-6.77
76032,-6.99
76088,-6.38
76141,-6.31
76194,-7.51
76252,-6.91
76308,-6.75
76362,-6.1
76415,-6.28
76469,-8.09
76528,-5.99
76581,-6.98
76637,-6.1
76689,-6.38
76742,-7.18
76799,-6.95
76856,-6.65
76911,-6.89
76966,-6.21
77019,-6.06
77071,-6.03
77123,-6.12
77175,-6.78
77229,-5.16
77279,-6.38
77331,-5.77
77382,-5.66
77432,-6.31
77485,-7.08
77542,-6.43
77596,-6.46
77651,-7.04
77708,-7.05
77765,-6.81
77821,-6.38
77875,-6.69
77930,-6.44
77985,-6.6
78039,-5.94
78091,-6.2
78144,-6.63
78199,-5.69
78250,-5.75
78302,-7.4
78360,-6.64
78414,-5.25
78465,-5.61
78515,-6.12
78568,-6.13
78620,-5.34
78670,-5.67
78720,-5.45
78769,-4.92
78817,-5.1
78867,-6.32
78918,-5.41
78969,-5.64
79019,-5.67
79072,-7.15
79126,-5.02
79177,-6.06
79228,-5.13
79278,-6.27
79330,-4.44
79377,-4.88
79424,-4.76
79471,-5.59
79520,-4.96
79570,-6.29
79621,-4.71
79671,-5.99
79720,-4.26
79766,-4.06
79812,-5.57
79860,-5.13
79910,-5.44
79960,-5.77
80011,-5.45
80061,-4.86
80109,-4.92
80157,-4.9
80203,-3.8
80248,-5.96
80299,-4.62
80347,-5.39
80396,-4.37
80442,-4.91
80490,-5.26
80539,-5.01
80587,-5.04
80636,-4.86
80683,-4.38
80729,-4.66
80776,-5.14
80824,-4.49
80871,-4.69
80919,-5.52
80968,-4.74
81016,-5.5
81066,-5.28
81115,-4.72
81164,-5.49
81214,-5.63
81265,-5.05
81314,-4.65
81360,-3.91
81405,-4.35
81451,-5.26
81500,-5.21
81549,-4.37
81595,-4.37
81641,-4.37
81687,-4.8
81733,-2.65
81775,-4.14
81817,-3.38
81860,-4.21
81905,-4.07
81949,-3.93
81993,-5.03
82042,-4.26
82087,-4.59
82134,-3.71
82178,-4.74
82224,-3.85
82268,-3.91
82311,-2.97
82353,-3.12
82393,-3.63
82436,-2.96
82477,-3.59
82519,-3.87
82562,-3.04
82604,-4.4
82649,-3.59
82692,-2.01
82730,-3.79
82771,-3.58
82813,-2.77
82854,-3.48
82896,-3.74
82939,-3.73
82982,-3.14
83024,-3.95
83066,-2.49
83107,-3.52
83148,-2.48
83187,-2.65
83226,-2.76
83266,-2.83
83305,-2.47
83344,-2.3
83383,-3.68
83425,-3.41
83467,-3.56
83510,-4.04
83553,-2.84
83595,-4.09
83639,-3.63
83682,-3.37
83725,-3.71
83766,-2.56
83806,-2.51
83846,-4.69
83893,-3.39
83935,-3.93
83979,-3.44
84020,-2.41
84062,-4.08
84104,-3.36
84147,-4.17
84192,-3.28
84234,-4.89
84281,-3.81
84326,-4.25
84372,-4.45
84417,-3.46
84461,-3.58
84505,-4.3
84550,-3.84
84594,-4.07
84639,-3.59
84682,-3.3
84724,-3.88
84769,-4.32
84815,-5
84863,-4.24
84908,-3.25
84953,-5.35
85001,-4.62
85049,-4.32
85096,-4.64
85143,-4.87
85192,-4.26
85238,-2.64
85279,-4.84
85326,-4.67
85374,-4.49
85421,-4.64
85469,-5.23
85518,-4
85565,-5.05
85614,-4.97
85663,-4.99
85712,-4.49
85760,-4.76
85809,-5.43
85860,-5.33
85911,-5.27
85961,-5.25
86012,-4.57
86060,-4.77
86109,-5.02
86158,-4.39
86207,-5.86
86258,-5.23
86310,-5.3
86361,-5.33
86412,-4.98
86463,-5.81
86516,-5.68
86569,-5.99
86624,-6.25
86680,-6.32
86736,-4.75
86785,-6.09
86840,-5.79
86894,-6.07
86949,-5.32
87002,-6.53
87058,-5.67
87113,-6.61
87171,-7.17
87232,-7.6
87296,-7.53
87360,-6.57
87418,-5.49
87473,-6.65
87531,-6.99
87591,-6.46
87649,-6.84
87708,-5.57
87764,-7.44
87824,-5.85
87881,-6.97
87941,-6.52
87999,-6.04
88054,-5.8
88109,-5.75
88164,-6.59
88222,-6.52
88280,-5.94
88336,-6.88
88396,-5.81
88451,-6.42
88509,-7.01
88568,-5.69
88624,-6.15
88681,-6.27
88738,-5.69
88792,-5.26
88844,-5.61
88897,-5.1
88949,-5.53
89002,-5.1
89055,-6.44
89112,-6.29
89169,-5.64
89224,-6.09
89280,-6.16
89336,-4.67
89386,-4.89
89437,-5.12
89488,-4.84
89539,-5.05
89590,-5.25
89642,-6.23
89700,-6.11
89755,-4.76
89807,-5.17
89858,-5.22
89911,-5.52
89963,-4.7
90013,-3.89
90062,-5.01
90112,-5.39
90165,-5.46
90218,-5.4
90272,-5.46
90324,-3.98
90374,-6.37
90430,-5.86
90486,-5.32
90539,-4.91
90590,-6.77
90650,-6.59
90710,-6.38
90769,-6.21
90827,-5.92
90883,-5.64
90938,-4.88
90989,-5.16
91041,-5.67
91096,-5.71
91151,-5.16
91206,-6.6
91263,-5.76
91320,-6.34
91378,-5.87
91435,-5.82
91491,-6.73
91550,-4.22
91600,-4.95
91652,-5.59
91707,-6.04
91764,-6.19
91821,-5.27
91875,-5.68
91930,-5.61
91985,-4.9
92037,-5.3
92090,-5.35
92144,-5.33
92198,-5.76
92254,-5.85
92310,-5.63
92365,-5.27
92418,-4.13
92468,-5.19
92521,-5.63
92575,-4.87
92627,-5.09
92679,-4.21
92729,-5.9
92784,-4.69
92836,-4.91
92888,-4.88
92939,-4.8
92991,-5.37
93045,-6.05
93101,-4.6
93154,-5.32
93207,-5.16
93261,-5.59
93314,-4.38
93365,-4.23
93414,-4.57
93464,-4.47
93515,-4.78
93567,-5.92
93622,-5.05
93676,-4.88
93726,-3.53
93775,-5.54
93828,-4.73
93880,-4.44
93930,-4.78
93981,-4.85
94033,-4.67
94084,-4.34
94134,-4.39
94183,-4.14
94232,-4.22
94282,-5.61
94336,-3.99
94385,-4.6
94436,-5.41
94490,-4.24
94540,-4.93
94592,-4.95
94645,-5.05
94699,-6.12
94755,-4.68
94807,-3.94
94855,-2.73
94899,-3.02
94943,-4.17
94991,-3.41
95037,-3.63
95084,-4.42
95133,-4.14
95182,-4.11
95232,-4.82
95284,-5.38
95338,-4.94
95391,-5.03
95444,-5.33
95499,-4.98
95552,-4.92
95605,-5.36
95659,-4.54
95711,-5.02
95764,-5.26
95817,-4.22
95869,-4.96
95921,-5.3
95974,-3.23
96022,-4.78
96074,-5.86
96129,-4.14
96180,-4.8
96232,-4.32
96282,-3.73
96330,-4.6
96381,-5.23
96435,-4.87
96488,-3.69
96536,-5.84
96593,-5.15
96647,-4.73
96699,-3.82
96749,-5.46
96802,-4.29
96854,-4.8
96905,-4.24
96956,-4.72
97008,-4.7
97061,-5.71
97115,-3.56
97166,-5.11
97217,-4.22
97268,-4.32
97318,-4.22
97369,-4.37
97419,-4.17
97470,-5.05
97522,-4.83
97575,-3.84
97625,-5.46
97679,-4.73
97732,-4.86
97785,-3.41
97833,-4.2
97882,-4.8
97935,-5.13
97990,-5.03
98044,-4.78
98096,-3.82
98145,-4.46
98196,-4.16
98247,-5.44
98301,-3.68
98352,-5.35
98405,-4.63
98458,-4.59
98509,-3.73
98559,-4.64
98610,-3.68
98660,-4.82
98712,-5.33
98767,-5.15
98822,-4.54
98875,-5.3
98930,-4.47
98983,-5.66
99040,-4.32
99091,-4.7
99144,-4.67
99197,-5.87
99255,-5.59
99313,-5.16
99368,-4.71
99422,-5.28
99477,-5.06
99532,-4.7
99585,-4.2
99636,-5.21
99691,-4.2
99742,-4.17
99793,-4.58
99845,-4.53
99898,-5.61
99954,-4.3
100007,-5.03
100060,-4.32
100112,-4.07
100164,-4.88
100216,-4.33
100268,-3.89
100319,-4.75
100371,-4.48
100424,-4.76
100476,-3.79
100527,-4.67
100579,-4.02
100630,-5
100684,-4.57
100737,-4.45
100789,-4.3
100841,-4.29
100892,-3.92
100943,-5.13
100998,-4.92
101053,-5.16
101108,-4.9
101163,-4.24
101215,-4.37
101266,-3.79
101316,-3.54
101365,-4.04
101413,-2.79
101460,-3.45
101508,-4.51
101559,-3.88
101611,-4.84
101664,-4.47
101717,-4.69
101770,-4.09
101822,-4.64
101875,-4.34
101928,-4.34
101980,-4.26
102032,-5.02
102088,-4.59
102141,-4.41
102194,-4.24
102246,-4.9
102302,-6.18
102362,-4.74
102418,-4.84
102473,-5.13
102529,-4.87
102585,-4.77
102640,-5.45
102697,-4.32
102752,-5.51
102810,-5.58
102869,-5.54
102928,-5.24
102985,-4.8
103041,-5.95
103102,-5.74
103163,-6.22
103225,-5.29
103284,-6.97
103352,-6.74
103418,-6.26
103483,-7.35
103553,-6.98
103621,-6.45
103687,-7.29
103755,-5.83
103820,-6.89
103886,-5.69
103948,-6.25
104011,-5.72
104072,-5.67
104133,-6.78
104200,-6.16
104262,-4.57
104320,-5.64
104380,-5.94
104442,-5.48
104503,-5.47
104562,-5.29
104622,-5.75
104683,-5.25
104742,-4.59
104798,-4.9
104854,-4.88
104911,-4.64
104968,-5.15
105025,-4.98
105083,-4.02
105136,-4.85
105193,-5.49
105254,-5.6
105314,-4.87
105372,-4.79
105429,-5.18
105488,-4.89
105545,-4.64
105602,-4.75
105658,-4.9
105716,-5.16
105775,-5.26
105835,-5.13
105894,-5.27
105952,-3.54
106006,-4.48
106061,-4.82
106117,-4.11
106172,-4.51
106228,-4.6
106284,-3.94
106337,-3.94
106390,-4.16
106444,-3.68
106497,-3.94
106549,-3.33
106600,-3.59
106651,-3.01
106701,-3.72
106754,-4.15
106809,-5.17
106868,-4.83
106926,-4.63
106983,-4.03
107038,-4.82
107096,-4.29
107153,-5
107212,-5.32
107273,-5.06
107333,-4.87
107393,-5.83
107456,-5.03
107518,-5.52
107580,-4.91
107640,-5.58
107703,-5.63
107767,-5.54
107831,-6.25
107899,-6.23
107967,-6.39
108036,-6.46
108106,-6.38
108175,-6.52
108245,-6.81
108317,-6.89
108390,-7.51
108466,-6.36
108537,-6.97
108611,-6.53
108682,-6.88
108755,-6.36
108826,-7.19
108901,-6.43
108972,-6.46
109044,-7.74
109122,-6.31
109193,-5.81
109261,-6.25
109330,-6.08
109399,-5.39
109466,-7.04
109540,-5.81
109607,-5.62
109674,-5.58
109740,-5.61
109806,-5.41
109872,-5.01
109935,-6.62
110007,-5.67
110075,-4.25
110135,-5.35
110201,-6.42
110272,-5.62
110340,-5.58
110406,-4.47
110469,-5.12
110532,-5.27
110598,-5.26
110664,-5.57
110731,-5.41
110797,-4.78
110861,-5.29
110927,-4.8
110990,-4.93
111055,-5.45
111121,-5
111186,-4.96
111250,-4.12
111313,-5.73
111380,-5.77
111450,-4.69
111515,-5.41
111582,-5.19
111648,-4.44
111712,-5.43
111779,-5.47
111847,-5.25
111915,-5.18
111982,-4.83
112047,-5.38
112116,-5.62
112185,-4.48
112249,-4.6
112313,-5.14
112380,-5.63
112450,-4.6
112514,-4.15
112577,-5.07
112642,-4.02
112704,-3.82
112764,-4.36
112827,-4.77
112893,-4.64
112957,-4.49
113021,-4.09
113084,-4.1
113147,-5.08
113212,-3.21
113272,-3.64
113331,-3.98
113392,-3.53
113453,-4.35
113516,-4.62
113581,-3.73
113642,-3.42
113702,-4.69
113766,-3.26
113826,-3.06
113883,-2.82
113939,-3.18
113997,-3.03
114054,-2.83
114110,-2.87
114166,-2.01
114220,-3.14
114277,-2.96
114334,-3.08
114392,-2.55
114448,-2.02
114502,-3.09
114559,-3.31
114619,-3.27
114677,-2.69
114734,-2.42
114790,-1.63
114842,-1.84
114894,-2.49
114949,-2.85
115006,-2.17
115060,-2.45
115114,-0.96
115165,-2.16
115219,-1.92
115273,-2.18
115326,-1.21
115377,-2.6
115432,-2.12
115486,-2.36
115542,-2.23
115596,-2.07
115649,-1.62
115702,-2.28
115757,-2.6
115812,-1.63
115865,-1.42
115918,-2.61
115972,-1.71
116026,-1.63
116079,-2.56
116135,-1.42
116186,-1.73
116239,-3.03
116298,-1.55
116350,-0.81
116400,-1.21
116450,-1.01
116500,-1.24
116550,-1.02
116600,-1.6
116652,-1.48
116704,-1.19
116754,-0.56
116804,-1.32
116855,-1.71
116906,-0.3
116955,-0.79
117003,-0.43
117051,-0.99
117101,-1.56
117152,0.04
117199,-0.56
117247,-0.5
117295,-0.56
117343,-0.32
117390,0.34
117435,-0.7
117483,-0.76
117532,-0.2
117580,-0.39
117627,-0.37
117674,0.39
117720,-0.5
117767,-0.51
117815,0.4
117861,-0.41
117907,0.09
117955,-0.87
118004,-0.65
118051,1.38
118094,0.73
118137,1.14
118179,0.05
118225,-0.9
118274,0.22
118321,-0.32
118369,-0.7
118416,0.43
118462,0.5
118506,0.7
118551,-0.49
118599,0.16
118645,-0.09
118693,-0.35
118741,-0.07
118788,0.75
118832,-0.19
118879,0.29
118924,0.41
118968,1.33
119012,0.16
119055,1.6
119098,0.56
119142,0.61
119186,0.32
119232,0.19
119277,0.72
119322,0.28
119367,0.3
119413,0.87
119458,-0.33
119505,0.12
119551,1.29
119594,0.67
119638,1.37
119680,0.28
119725,0.89
119769,1.25
119810,2.11
119851,0.76
119894,0.66
119938,1.13
119981,0.47
120027,0.11
120073,0.84
120117,1.13
120160,0.59
120203,1.98
120245,0.59
120289,1.9
120329,1.54
120370,1.25
120412,1.47
120454,0.79
120498,1.14
120541,1.38
120583,0.99
120626,0.71
120670,0.96
120714,1.28
120757,1.02
120800,1.12
120843,1.85
120883,1.31
120925,1.59
120967,1.42
121008,1.58
121049,1.87
121090,2.5
121128,1.15
121171,1.08
121212,2.49
121253,1.22
121294,1.39
121336,1.38
121378,1.55
121420,1.37
121462,1.55
121503,2.33
121542,1.87
121582,2.88
121620,1.68
121661,0.98
121703,2.23
121743,2.36
121782,1.67
121823,1.52
121864,1.69
121905,2.14
121945,1.46
121987,0.47
122032,1.24
122075,1.5
122118,1.09
122160,1.71
122202,1.23
122245,1.8
122287,2.06
122327,2.31
122366,1.72
122406,2.71
122445,2.18
122485,1.28
122528,1.66
122569,1.99
122610,1.73
122651,1.78
122691,2.06
122731,2.21
122771,2.06
122811,1.65
122851,2.53
122890,2.71
122928,2.34
122968,1.07
123008,2.44
123049,2.09
123088,2.14
123128,1.65
123168,2.32
123210,0.52
123252,2.45
123292,2.37
123331,1.74
123373,1.29
123414,2.55
123455,1.09
123496,2.2
123536,1.48
123577,3.01
123616,1.48
123657,1.3
123699,2.39
123738,2.73
123776,2.3
123815,2.32
123855,1.52
123895,3.12
123932,2.31
123971,2.04
124011,2.47
124050,1.62
124091,0.83
124136,2.51
124174,2.46
124213,2.33
124250,3.77
124285,2.5
124323,2.96
124359,3.66
124395,1.93
124435,2.48
124474,2.11
124512,2.92
124551,1.39
124592,1.54
124635,0.84
124678,1.85
124720,2.13
124761,0.87
124804,0.6
124849,1.71
124891,2.1
124931,2.73
124970,1.57
125010,2.23
125051,1.11
125093,0.81
125138,2.05
125179,0.92
125222,1.27
125265,2.01
125306,1.74
125347,1.44
125389,0.96
125433,1.9
125474,1.68
125515,2.03
125556,1.99
125596,1.14
125639,1.27
125682,1.33
125724,1.5
125767,1.08
125810,1.62
125853,0.59
125898,0.21
125944,2.09
125985,1.39
126028,1.08
126072,1.11
126114,2.28
126156,0.79
126198,2.14
126239,0.84
126283,0.91
126327,2.06
126368,2.06
126409,0.43
126453,1.11
126498,0.33
126544,0.49
126591,1.33
126633,1.16
126676,1.77
126718,1.91
126758,1.5
126799,2.39
126839,2.6
126877,2.14
126916,2.29
126954,3.21
126990,2.53
127028,3.18
127065,2.14
127103,2.79
127140,3.2
127176,2.65
127214,1.9
127253,2.16
127293,2.25
127331,2.61
127369,2.86
127407,1.66
127447,1.89
127487,2.08
127526,2.98
127562,3.33
127598,2.44
127636,2.77
127672,2.95
127710,2.04
127748,2.95
127785,3.59
127823,3.25
127860,2.81
127896,4.4
127929,3.36
127963,3.93
127997,4.32
128029,4.43
128063,3.36
128097,3.97
128129,3.2
128163,3.47
128197,3.26
128232,4.38
128265,2.56
128299,4.79
128334,4
128367,2.9
128399,4.08
128430,3.46
128462,4.79
128493,4.71
128524,4.06
128556,4.86
128587,3.84
128617,3.1
128648,3.66
128681,4.84
128712,5.46
128744,3.96
128776,3.34
128809,4.3
128841,4.59
128872,4.51
128905,3.16
128939,3.79
128972,3.88
129006,2.35
129041,3.52
129074,3.66
129108,4.61
129140,3.38
129175,3.12
129208,4.09
129241,3.8
129274,3.77
129306,4.56
129337,2.65
129373,2.98
129408,2.88
129443,4.35
129475,3.44
129509,3.06
129543,3.77
129576,3.26
129610,3.32
129644,3.46
129677,3.37
129711,3.08
129746,1.93
129784,2.42
129820,3.7
129854,3.31
129888,2.92
129923,3.08
129957,3.35
129991,2.31
130027,2.72
130063,2.91
130099,3.39
130133,1.57
130172,2.12
130208,2.82
130244,2.19
130281,1.91
130318,2.61
130355,2.75
130391,1.67
130430,1.64
130467,3.25
130506,0.77
130546,1.14
130587,2.15
130625,1.55
130664,1.34
130705,0.89
130747,1.04
130788,1
130830,0.81
130872,0.9
130915,-0.18
130960,0.42
131004,0.63
131048,0.46
131091,0.4
131135,0.77
131178,0.35
131223,-0.32
131269,0.4
131314,0.49
131358,0.07
131403,0.75
131446,-0.23
131492,-0.12
131538,-1.67
131591,-1.17
131642,-0.69
131691,-1.13
131742,-1.09
131792,-1.59
131845,-1.52
131898,-1.76
131951,-1.78
132005,-1.38
132058,-2.85
132116,-2.6
132173,-1.52
132227,-1.66
132280,-1.33
132332,-2.1
132387,-2.32
132443,-2.28
132500,-3.15
132557,-2.13
132614,-3.14
132674,-3.27
132737,-2.73
132796,-3.46
132859,-3.27
132921,-3.74
132985,-3.55
133050,-4.35
133117,-4.13
133184,-3.03
133245,-3.21
133308,-4.71
133377,-4.68
133447,-3.57
133511,-2.99
133574,-3.7
133638,-4.48
133708,-4.8
133779,-5.32
133853,-3.66
133920,-5.02
133991,-4.84
134064,-5.18
134137,-5.7
134214,-4.65
134286,-5.61
134363,-5.48
134439,-5.47
134516,-5.89
134595,-5.79
134674,-5.76
134753,-6.31
134835,-6.07
134916,-6.29
134999,-6.88
135086,-8.34
135174,-6.99
135263,-7.66
135357,-7.77
135452,-7.73
135547,-7.8
135643,-7.15
135741,-6.83
135829,-8.01
135926,-7.47
136018,-6.54
136105,-7.39
136197,-8.39
136298,-7.89
136395,-8.48
136497,-8.73
136602,-8.77
136706,-8.27
136802,-8.51
136903,-8.12
137003,-8.46
137106,-8.68
137209,-7.44
137303,-7.46
137397,-8.28
137498,-8.11
137597,-7.77
137697,-8.35
137793,-8.59
137897,-8.19
137997,-7.77
138096,-8.33
138197,-8.06
138297,-8.49
138401,-8.53
138504,-7.93
138604,-8.85
138709,-9.01
138813,-8.78
138920,-9.43
139033,-9.07
139143,-8.94
139251,-9.32
139360,-8.77
139467,-8.54
139572,-8.57
139677,-8.85
139785,-9.14
139896,-8.48
140001,-9.13
140110,-8.01
140213,-9.19
140323,-9.11
140434,-8.47
140538,-8.22
140641,-9.06
140751,-8.67
140859,-9.02
140969,-9.13
141080,-9.17
141192,-8.76
141300,-8.84
141409,-8.38
141514,-8.81
141623,-9.33
141736,-8
141837,-7.95
141938,-8.51
142043,-7.82
142143,-8.42
142248,-8.78
142357,-9.29
142470,-8.61
142578,-8.71
142686,-8.15
142789,-8.27
142893,-7.66
142991,-8.23
143095,-8.91
143206,-8.84
143316,-9.04
143427,-8.04
143529,-7.5
143628,-8.51
143734,-9.1
143846,-8.35
143953,-9.09
144065,-8.87
144175,-8.07
144279,-7.64
144378,-8.3
144483,-8.34
144588,-8.47
144695,-7.93
144798,-8.47
144904,-8.27
145009,-7.91
145113,-8.96
145223,-8.22
145329,-8.1
145432,-7.92
145535,-8.99
145647,-8.39
145755,-8.8
145866,-9.29
145982,-8.82
146093,-7.38
146191,-8.09
146295,-8.48
146403,-8.33
146509,-7.97
146613,-8.18
146715,-6.82
146803,-8.33
146907,-7.65
147008,-7.9
147110,-7.54
147211,-8.26
147317,-8.62
147426,-8.78
147538,-8.87
147650,-8.49
147760,-8.8
147871,-8.07
147976,-7.33
148074,-7.35
148173,-8.2
148278,-7.66
148377,-7.15
148474,-7.94
148577,-8.15
148683,-8.38
148791,-8.31
148899,-7.65
149001,-8.14
149107,-8.31
149214,-8.09
149320,-8.49
149429,-7.86
149533,-7.86
149636,-6.91
149732,-7.84
149834,-6.92
149930,-7.14
150026,-7
150122,-6.96
